 # lamda[mkm], Qabs
 # a(cm)=   9.99999999999999999999999999999999861E-0008
   9.99999999999999999999999999999999943E-0004   1.62899999999999999999999999999999976E-0003
   1.00693514841637098767567412997787337E-0003   1.65908326926982695917270955754857419E-0003
   1.01391839311629906836958701151609959E-0003   1.68972209599205472562921031586670536E-0003
   1.02095006765464898638535809316148549E-0003   1.72092673982563691051705445248226073E-0003
   1.02803050789953797803090305888378608E-0003   1.75270764989796353878075596985085791E-0003
   1.03516005204837852097502366394324101E-0003   1.78507546830383587468010952328999119E-0003
   1.04233904064403234245179216143979947E-0003   1.81804103366905794580108959705316566E-0003
   1.04956781659107645790935240946032695E-0003   1.85161538477983806300566490661834847E-0003
   1.05684672517218201705089684050422450E-0003   1.88580976427921567077631477084081200E-0003
   1.06417611406460673960382649655966524E-0003   1.91964508717414962324292761815769144E-0003
   1.07155633335680172857871765462916341E-0003   1.95366672904965969104917685945716398E-0003
   1.07898773556513345424296234336899333E-0003   1.98829133244323315214500916298297915E-0003
   1.08647067565072170753508223379331393E-0003   2.02352958357023831938195735999768986E-0003
   1.09400551103639432718499873742232219E-0003   2.05939235803656923060431360179161560E-0003
   1.10159260162375951038324124783789242E-0003   2.09589072419519144134843326978049556E-0003
   1.10923230981039652245845673529245650E-0003   2.13303594656217547995471382770992405E-0003
   1.11692500050716562667791561539518934E-0003   2.17083948929327225786758373883512527E-0003
   1.12467104115563806098026108904003826E-0003   2.20914060812925277581216046353551140E-0003
   1.13247080174564689418379399208043431E-0003   2.24778301228380148632217539368572609E-0003
   1.14032465483295959998739648659664959E-0003   2.28710135141204478068127814307881193E-0003
   1.14823297555707319289505145719033450E-0003   2.32710744900423021679473137233006230E-0003
   1.15619614165913277604908794444194921E-0003   2.36781333536772101384764044031727503E-0003
   1.16421453349997435685205597822858711E-0003   2.40923125124465195888345821051477261E-0003
   1.17228853407829279219278833000925993E-0003   2.45137365149286554150363159260900730E-0003
   1.18041852904893573106902550211723101E-0003   2.49425320883123521777972412322584760E-0003
   1.18860490674132442841724919645986689E-0003   2.53788281765050206644168014494689463E-0003
   1.19684805817800231002037601758737363E-0003   2.58044390986618368087248939614598799E-0003
   1.20514837709331217446599672222158653E-0003   2.62362471656755944782447648824770041E-0003
   1.21350625995220292427219839282600106E-0003   2.66752810517054231911146116535234838E-0003
   1.22192210596916672448497097178502191E-0003   2.71216616726499398909128912435393206E-0003
   1.23039631712730749328107116574286680E-0003   2.75755119677983980462928453628729320E-0003
   1.23892929819754163538329338660873578E-0003   2.80369569336898386377961742801608251E-0003
   1.24752145675793193541167877033414573E-0003   2.85061236585388356938619758042470329E-0003
   1.25617320321315553465458111848469776E-0003   2.89831413572373176941922586001542931E-0003
   1.26488495081410692114800664495060263E-0003   2.94600685909318810038524547071943882E-0003
   1.27365711567763686940055859188367300E-0003   2.99408894447349992954307491743859975E-0003
   1.28249011680642827259495613766657343E-0003   3.04295578258695075066287392826519384E-0003
