 # lamda[mkm], Qabs for a=1nm, 3nm, 10nm
   9.99999999999999999999999999999999943E-0004   5.36200000000000000000000000000000255E-0003   1.70370000000000000000000000000000041E-0002   5.02199999999999999999999999999999935E-0002
   1.00693514841637098767567412997787337E-0003   5.36200000000000000000000000000000255E-0003   1.70370000000000000000000000000000041E-0002   5.02199999999999999999999999999999935E-0002
   1.01391839311629906836958701151609959E-0003   5.36200000000000000000000000000000255E-0003   1.80987224360092429492034851144039169E-0002   5.02199999999999999999999999999999935E-0002
   1.02095006765464898638535809316148549E-0003   5.36200000000000000000000000000000255E-0003   1.83942740266173804350114103470476246E-0002   5.02199999999999999999999999999999935E-0002
   1.02803050789953797803090305888378608E-0003   5.36200000000000000000000000000000255E-0003   1.86946519657713803041642841245228314E-0002   5.25314125359081303206197594541926193E-0002
   1.03516005204837852097502366394324101E-0003   5.47014115762986702917502969334659178E-0003   1.89999350675971899694905408470271953E-0002   5.37515013624764174335500605751944618E-0002
   1.04233904064403234245179216143979947E-0003   5.57008113747850669280485236022494787E-0003   1.93102034332530525490051650147715146E-0002   5.49999278383264410272160826479148999E-0002
   1.04956781659107645790935240946032695E-0003   5.67184702991044688640841653509425234E-0003   1.96255384719467053728549788933781729E-0002   5.62773501305926984649941005182090416E-0002
   1.05684672517218201705089684050422450E-0003   5.77547219451578263035282945967214245E-0003   1.99460229222957887069417610960226598E-0002   5.75844416929273733763552387903888780E-0002
   1.06417611406460673960382649655966524E-0003   5.88099060036737470598420912876707371E-0003   2.02717408740370693056929844797233164E-0002   5.89218916205433190033124624941250339E-0002
   1.07155633335680172857871765462916341E-0003   5.98843683715615559618545344803359742E-0003   2.06027777900901749296022751166618519E-0002   6.02904050135032309413820436120449215E-0002
   1.07898773556513345424296234336899333E-0003   6.09784612652987848512372289593869895E-0003   2.09392205289816289808843197796990343E-0002   6.16907033484465343655972024675653819E-0002
   1.08647067565072170753508223379331393E-0003   6.20925433363902624050823618548496858E-0003   2.12811573676350689472881754226972235E-0002   6.31235248589499591728603662986578881E-0002
   1.09400551103639432718499873742232219E-0003   6.32269797889366521020840302655104127E-0003   2.16286780245336284245936025357133507E-0002   6.45896249247223281293436224008407964E-0002
   1.10159260162375951038324124783789242E-0003   6.43821424993509781430679364073535526E-0003   2.19818736832605601377870593278526225E-0002   6.60897764698387404853662189487444416E-0002
   1.10923230981039652245845673529245650E-0003   6.55584101382623832624858336807394010E-0003   2.23408370164242766249989367276886046E-0002   6.76247703702240990655484835172259239E-0002
   1.11692500050716562667791561539518934E-0003   6.67561682946470793578066407009019851E-0003   2.27056622099740861130214661322328790E-0002   6.91954158706008050714461962292941663E-0002
   1.12467104115563806098026108904003826E-0003   6.79758096022271819535303933170766837E-0003   2.30764449879130036250827057221008405E-0002   7.08025410111204343180435100811974048E-0002
   1.13247080174564689418379399208043431E-0003   6.92177338681788629451528526725922279E-0003   2.34532826374141215474234961638385485E-0002   7.24469930639043139948688087854684235E-0002
   1.14032465483295959998739648659664959E-0003   7.04823482041920130795188629685896506E-0003   2.38362740343471297684478953640000891E-0002   7.41296389797231429886336631211071315E-0002
   1.14823297555707319289505145719033450E-0003   7.17700671599243764697751321587531573E-0003   2.42255196692216831205763835703662860E-0002   7.58513658450511440812308695227432613E-0002
   1.15619614165913277604908794444194921E-0003   7.30813128588939043682554590832716046E-0003   2.46211216735544232286617995039087808E-0002   7.73928913438009239703108702814785522E-0002
   1.16421453349997435685205597822858711E-0003   7.44165151368538746864076414651562128E-0003   2.50231838466665730286283551866806459E-0002   7.84444403980686949564962706174966812E-0002
   1.17228853407829279219278833000925993E-0003   7.57761116826961376193064299430191948E-0003   2.54318116829191351950306462359537229E-0002   7.95102770102029806846456125653741344E-0002
   1.18041852904893573106902550211723101E-0003   7.71605481819286764701828595267795164E-0003   2.58471123993928405361450776384645466E-0002   8.05905953074382268676872204755599994E-0002
   1.18860490674132442841724919645986689E-0003   7.85702784627745166494033198903481928E-0003   2.62691949640201091101273796602953798E-0002   8.16855920546453112544768880097041477E-0002
   1.19684805817800231002037601758737363E-0003   8.00057646449398751190814149803583792E-0003   2.66981701241764054163156818631268253E-0002   8.27954666901695133380036387197568228E-0002
   1.20514837709331217446599672222158653E-0003   8.14674772911003175506856537802833729E-0003   2.71341504357384895530477363329825526E-0002   8.39204213621554200405204441568879565E-0002
   1.21350625995220292427219839282600106E-0003   8.29558955611545814454463369385713097E-0003   2.75772502926171887390202942490674429E-0002   8.50606609653653834492099392233781511E-0002
   1.22192210596916672448497097178502191E-0003   8.44715073692966307281360984601998308E-0003   2.80275859567724381013917701962305904E-0002   8.62163931784982365695994423159619539E-0002
   1.23039631712730749328107116574286680E-0003   8.60148095439574311613070215713534190E-0003   2.84852755887184661731845047211493036E-0002   8.73878285020150641789420087725297617E-0002
   1.23892929819754163538329338660873578E-0003   8.75863079906688766421533126969521353E-0003   2.89504392785271291482819589342969808E-0002   8.85751802964789182147761437819364112E-0002
   1.24752145675793193541167877033414573E-0003   8.91865178579032543462053456472862706E-0003   2.94231990773375286481830312654390973E-0002   8.97786648214154607416869820050739072E-0002
   1.25617320321315553465458111848469776E-0003   9.08159637059426120850556438415853644E-0003   2.99036790293801805949653998567977178E-0002   9.09985012747016124189655593152253807E-0002
   1.26488495081410692114800664495060263E-0003   9.24751796788333844690141555957701121E-0003   3.03920052045241377944774252990545489E-0002   9.22349118324893805606812631038212257E-0002
   1.27365711567763686940055859188367300E-0003   9.41647096794826458355748541187720446E-0003   3.08883057313556060480479403444182922E-0002   9.34881216896721383551614569904911036E-0002
   1.28249011680642827259495613766657343E-0003   9.58469045113812597116601170490155513E-0003   3.12987419612779972566421446224565848E-0002   9.47583591009007256107654289286719097E-0002
   1.29138437610900981663576972421827223E-0003   9.70999180514783051107059533917330481E-0003   3.15463235687257425894228316368769092E-0002   9.60458554221568415371422275491425861E-0002
   1.30034031841990845199703430108944367E-0003   9.83693123285398927144126178158869694E-0003   3.17958636143887441173942872666775712E-0002   9.73508451528913015741131501479850648E-0002
   1.30935837151994162595308250545974637E-0003   9.96553014891294193855326520938692150E-0003   3.20473775900488127547175419515067400E-0002   9.86735659787348331624069701657003878E-0002
   1.31843896615665024445159813717777187E-0003   1.00958102479363849933886882526164059E-0002   3.23008811100319897146828739165029870E-0002  0.100014258814789189630437975843284268      
   1.32758253606487333960984530937854978E-0003   1.02277935081512484126603444243900894E-0002   3.25563899121779048806769430763660192E-0002  0.101373167849506467068146671823420649      
   1.33678951798746542558360143232898540E-0003   1.03615021951074182036145284631593152E-0002   3.28139198588168030669320090529585644E-0002  0.102750540589164616191871771290810860      
   1.34606035169615753237383602204353938E-0003   1.04969588654339302646706811063052023E-0002   3.30734869377542988241621678502516710E-0002  0.104146627902947249792802646307990838      
   1.35539548001256291399895775907613373E-0003   1.06341863706442692410591136879076458E-0002   3.33351072632639209249900076938413433E-0002  0.105561684068635956425551599765270950      
   1.36479534882932843437082705761584773E-0003   1.07732078609914143286208789440095723E-0002   3.35987970770875081476608875707049332E-0002  0.106995966818923442552831790526146595      
   1.37426040713143264117103071482706995E-0003   1.09140467893732823712341871732411300E-0002   3.38645727494435184639612042523320963E-0002  0.108449737388355938437448377060949643      
   1.38379110701763154503047135862690925E-0003   1.10567269152892270993452308416933264E-0002   3.41324507800433142285317946883132635E-0002  0.109923260560913417684402514538242691      
   1.39338790372205312837047206712067770E-0003   1.12012723088482619702421838277203277E-0002   3.44024477991154864619285196173610255E-0002  0.111416804718236296504745144774518307      
   1.40305125563594161536767268403116782E-0003   1.13477073548296827964725223151833565E-0002   3.46745805684382818188598313134575281E-0002  0.112770415838249016519829546057671051      
   1.41278162432955254165833832804167243E-0003   1.14960567567967751886377070811250135E-0002   3.49488659823801963360567269850794671E-0002  0.113688042383715170199506166629339245      
   1.42257947457419966960065406968695192E-0003   1.16463455412643007941969498147637046E-0002   3.52253210689488005612351579812650968E-0002  0.114613135767630797325028270011531741      
   1.43244527436445480216648677653103523E-0003   1.17985990619204653863840329663501308E-0002   3.55039629908478611756261791617087426E-0002  0.115545756748565607987097345357043575      
   1.44237949494050155583730214115838980E-0003   1.19528430039040810484184877299287078E-0002   3.57848090465428247376066070711976933E-0002  0.116485966579489160109774603626004245      
   1.45238261081064416023278074484890237E-0003   1.21091033881376440094253910414233945E-0002   3.60678766713347296940946853832294217E-0002  0.117433827011793850951168895216083524      
   1.46245509977397235960553292982236303E-0003   1.22674065757170591214374230802576842E-0002   3.63531834384426133296134598398742788E-0002  0.118389400299350644173695559758472841      
   1.47259744294318349879152194776071352E-0003   1.24277792723587515231299700801703416E-0002   3.66407470600944808503017259466395880E-0002  0.119352749202597798857204523548880927      
   1.48281012476756288371372446799589817E-0003   1.25902485329049157171471053464126758E-0002   3.69305853886269043317012712660194478E-0002  0.120323936992662868995787782405452991      
   1.49309363305612351409654568126382679E-0003   1.27626964379039990327399259270495878E-0002   3.72227164175933197949026895599745873E-0002  0.121303027455518244204225536546067843      
   1.50344845900090629366092402730113766E-0003   1.29407830401254339779034363590838776E-0002   3.75171582828810912156235565613855047E-0002  0.122290084896170504562960196256939129      
   1.51387509720044183073527161413535091E-0003   1.31213546060882759140453423028958969E-0002   3.78139292638374108150557502072711706E-0002  0.123285174142883864751342937398377707      
   1.52437404568337494993576681269498763E-0003   1.33044458101853150933400523198448830E-0002   3.81130477844041055298869603212126538E-0002  0.124288360551437984857824316194506240      
   1.53494580593225304334141397050831306E-0003   1.34900918106447778101554435764794633E-0002   3.84145324142614201118090198448324975E-0002  0.125299710009420427512905702211302456      
   1.54559088290747939741508291769933488E-0003   1.36783282562816120136433104717788581E-0002   3.87184018699808478641069270353369676E-0002  0.126319288940554043266180202426138615      
   1.55630978507143263980181173665997917E-0003   1.38691912933429782100366133699867578E-0002   3.90246750161870805846119123371185884E-0002  0.127347164309059568422819779608077317      
   1.56710302441275345807037652546434159E-0003   1.40627175724492601652694302619818909E-0002   3.93333708667291498504345053392132241E-0002  0.128383403624053721867560082744834394      
   1.57797111647079975045388060641436962E-0003   1.42589442556319282607980845621112628E-0002   3.96445085858608323505044226207092938E-0002  0.129428074943983089735747999855675671      
   1.58891458036027137669027444562164150E-0003   1.44579090234696069537065840308142172E-0002   3.99581074894303925470686506533366220E-0002  0.130481246881094089141502244084640106      
   1.59993393879600568516467073445710784E-0003   1.46596500823237166498975934429897153E-0002   4.06479652898430009803957971279758450E-0002  0.131542988605939304542648768376745914      
   1.61102971811794500071245358127952653E-0003   1.48642061716750794200228448084051360E-0002   4.24196829850330776705119215486121419E-0002  0.132613369851920492710986104378037999      
